,Date,Open,High,Low,Close,Adj Close,Volume,year,month,day,dayofweek_num,dayofweek_name,control_stock
415,1992-08-21,570.1099849999999,570.659973,562.419983,563.700012,563.700012,167300000,1992,8,21,4,Friday,buyersControl
416,1992-08-24,559.27002,561.8900150000001,554.9400019999999,555.3900150000001,555.3900150000001,138460000,1992,8,24,0,Monday,buyersControl
417,1992-08-25,554.6400150000001,555.030029,550.3599849999999,554.219971,554.219971,152410000,1992,8,25,1,Tuesday,buyersControl
418,1992-08-26,555.030029,559.039978,554.929993,558.799988,558.799988,145870000,1992,8,26,2,Wednesday,sellersControl
419,1992-08-27,562.5599980000001,564.27002,561.1099849999999,563.27002,563.27002,155490000,1992,8,27,3,Thursday,sellersControl
420,1992-08-28,562.8099980000001,563.900024,562.3099980000001,563.5599980000001,563.5599980000001,127110000,1992,8,28,4,Friday,sellersControl
421,1992-08-31,562.869995,564.080017,561.3599849999999,563.119995,563.119995,133530000,1992,8,31,0,Monday,sellersControl
422,1992-09-01,562.51001,565.6400150000001,562.3599849999999,565.6099849999999,565.6099849999999,156870000,1992,9,1,1,Tuesday,sellersControl
423,1992-09-02,566.48999,571.469971,565.73999,571.25,571.25,170330000,1992,9,2,2,Wednesday,sellersControl
424,1992-09-03,572.47998,575.789978,572.219971,574.880005,574.880005,186500000,1992,9,3,3,Thursday,sellersControl
425,1992-09-04,573.3599849999999,574.76001,572.650024,573.4400019999999,573.4400019999999,122380000,1992,9,4,4,Friday,sellersControl
426,1992-09-08,572.719971,573.039978,569.51001,571.169983,571.169983,123880000,1992,9,8,1,Tuesday,buyersControl
427,1992-09-09,571.5599980000001,575.039978,571.0,574.8900150000001,574.8900150000001,170290000,1992,9,9,2,Wednesday,sellersControl
428,1992-09-10,575.679993,581.27002,575.130005,581.23999,581.23999,200940000,1992,9,10,3,Thursday,sellersControl
429,1992-09-11,582.210022,584.01001,581.3599849999999,583.01001,583.01001,188330000,1992,9,11,4,Friday,sellersControl
430,1992-09-14,587.98999,594.210022,586.150024,594.210022,594.210022,227000000,1992,9,14,0,Monday,sellersControl
431,1992-09-15,590.450012,592.530029,586.3900150000001,587.8599849999999,587.8599849999999,183010000,1992,9,15,1,Tuesday,buyersControl
432,1992-09-16,583.400024,588.030029,582.159973,585.8900150000001,585.8900150000001,181510000,1992,9,16,2,Wednesday,sellersControl
433,1992-09-17,587.77002,589.210022,586.700012,587.820007,587.820007,183160000,1992,9,17,3,Thursday,sellersControl
434,1992-09-18,587.530029,589.130005,586.51001,589.119995,589.119995,199420000,1992,9,18,4,Friday,sellersControl
435,1992-09-21,588.23999,588.900024,586.590027,588.580017,588.580017,159460000,1992,9,21,0,Monday,sellersControl
436,1992-09-22,588.4400019999999,588.8599849999999,582.27002,583.0,583.0,204920000,1992,9,22,1,Tuesday,buyersControl
437,1992-09-23,581.929993,583.429993,580.340027,582.960022,582.960022,193240000,1992,9,23,2,Wednesday,sellersControl
438,1992-09-24,584.469971,586.039978,583.549988,585.929993,585.929993,180690000,1992,9,24,3,Thursday,sellersControl
439,1992-09-25,585.469971,586.5599980000001,574.73999,577.200012,577.200012,198490000,1992,9,25,4,Friday,buyersControl
440,1992-09-28,574.98999,575.630005,573.1400150000001,575.340027,575.340027,124360000,1992,9,28,0,Monday,sellersControl
441,1992-09-29,575.099976,577.780029,574.700012,577.630005,577.630005,158860000,1992,9,29,1,Tuesday,sellersControl
442,1992-09-30,578.539978,583.289978,578.080017,583.27002,583.27002,187130000,1992,9,30,2,Wednesday,sellersControl
443,1992-10-01,581.080017,582.47998,577.830017,578.330017,578.330017,185130000,1992,10,1,3,Thursday,buyersControl
444,1992-10-02,576.599976,578.1900019999999,571.409973,571.630005,571.630005,169960000,1992,10,2,4,Friday,buyersControl
445,1992-10-05,565.659973,569.210022,551.719971,565.210022,565.210022,223690000,1992,10,5,0,Monday,buyersControl
446,1992-10-06,566.080017,571.299988,565.619995,570.549988,570.549988,195540000,1992,10,6,1,Tuesday,sellersControl
447,1992-10-07,572.22998,573.789978,568.849976,569.200012,569.200012,156520000,1992,10,7,2,Wednesday,buyersControl
448,1992-10-08,571.76001,574.5599980000001,570.460022,573.880005,573.880005,197850000,1992,10,8,3,Thursday,sellersControl
449,1992-10-09,571.73999,574.150024,569.5,570.52002,570.52002,170240000,1992,10,9,4,Friday,buyersControl
450,1992-10-12,571.400024,573.950012,570.840027,573.840027,573.840027,127850000,1992,10,12,0,Monday,sellersControl
451,1992-10-13,574.52002,577.73999,574.159973,576.4400019999999,576.4400019999999,167560000,1992,10,13,1,Tuesday,sellersControl
452,1992-10-14,575.039978,578.330017,574.73999,576.219971,576.219971,175690000,1992,10,14,2,Wednesday,sellersControl
453,1992-10-15,576.02002,578.6900019999999,573.8900150000001,578.6400150000001,578.6400150000001,173780000,1992,10,15,3,Thursday,sellersControl
454,1992-10-16,577.659973,582.6099849999999,577.619995,582.6099849999999,582.6099849999999,183830000,1992,10,16,4,Friday,sellersControl
455,1992-10-19,583.1099849999999,590.72998,582.340027,590.669983,590.669983,198130000,1992,10,19,0,Monday,sellersControl
456,1992-10-20,593.869995,595.75,591.3900150000001,592.700012,592.700012,232360000,1992,10,20,1,Tuesday,buyersControl
457,1992-10-21,594.25,597.369995,593.1400150000001,597.150024,597.150024,222050000,1992,10,21,2,Wednesday,sellersControl
458,1992-10-22,596.469971,597.710022,594.8900150000001,597.119995,597.119995,229750000,1992,10,22,3,Thursday,sellersControl
459,1992-10-23,598.25,599.090027,596.73999,597.299988,597.299988,229240000,1992,10,23,4,Friday,buyersControl
460,1992-10-26,596.619995,599.0,595.820007,598.919983,598.919983,168800000,1992,10,26,0,Monday,sellersControl
461,1992-10-27,598.5,600.4400019999999,595.099976,596.950012,596.950012,202570000,1992,10,27,1,Tuesday,buyersControl
462,1992-10-28,596.8099980000001,601.539978,596.119995,601.3900150000001,601.3900150000001,208600000,1992,10,28,2,Wednesday,sellersControl
463,1992-10-29,603.26001,606.369995,602.6400150000001,605.820007,605.820007,211470000,1992,10,29,3,Thursday,sellersControl
464,1992-10-30,605.98999,606.580017,602.429993,605.169983,605.169983,193080000,1992,10,30,4,Friday,buyersControl
465,1992-11-02,603.76001,607.590027,603.619995,607.570007,607.570007,179350000,1992,11,2,0,Monday,sellersControl
466,1992-11-03,606.6900019999999,608.3099980000001,603.599976,604.580017,604.580017,187370000,1992,11,3,1,Tuesday,buyersControl
467,1992-11-04,604.4400019999999,606.3099980000001,603.3099980000001,605.52002,605.52002,189530000,1992,11,4,2,Wednesday,sellersControl
468,1992-11-05,605.9400019999999,614.159973,605.3900150000001,614.080017,614.080017,238450000,1992,11,5,3,Thursday,sellersControl
469,1992-11-06,614.049988,616.969971,612.700012,616.820007,616.820007,229150000,1992,11,6,4,Friday,sellersControl
470,1992-11-09,616.840027,622.47998,616.01001,622.049988,622.049988,245430000,1992,11,9,0,Monday,sellersControl
471,1992-11-10,624.099976,628.150024,622.72998,627.76001,627.76001,262160000,1992,11,10,1,Tuesday,sellersControl
472,1992-11-11,629.179993,635.1099849999999,628.26001,634.919983,634.919983,273240000,1992,11,11,2,Wednesday,sellersControl
473,1992-11-12,636.02002,637.090027,633.340027,634.369995,634.369995,259470000,1992,11,12,3,Thursday,buyersControl
474,1992-11-13,634.049988,637.159973,633.0599980000001,637.159973,637.159973,201470000,1992,11,13,4,Friday,sellersControl
475,1992-11-16,635.630005,637.539978,633.469971,634.01001,634.01001,188080000,1992,11,16,0,Monday,buyersControl
476,1992-11-17,632.799988,634.150024,626.549988,627.070007,627.070007,224320000,1992,11,17,1,Tuesday,buyersControl
477,1992-11-18,627.119995,635.0599980000001,627.119995,634.8599849999999,634.8599849999999,233260000,1992,11,18,2,Wednesday,sellersControl
478,1992-11-19,636.650024,639.840027,635.840027,638.570007,638.570007,258250000,1992,11,19,3,Thursday,sellersControl
479,1992-11-20,639.070007,642.960022,638.669983,642.599976,642.599976,248040000,1992,11,20,4,Friday,sellersControl
480,1992-11-23,638.369995,642.159973,636.6400150000001,638.840027,638.840027,208140000,1992,11,23,0,Monday,sellersControl
481,1992-11-24,639.8900150000001,646.5,639.8099980000001,645.9400019999999,645.9400019999999,244920000,1992,11,24,1,Tuesday,sellersControl
482,1992-11-25,647.3099980000001,648.330017,646.23999,648.330017,648.330017,222270000,1992,11,25,2,Wednesday,sellersControl
483,1992-11-27,648.8099980000001,650.6400150000001,648.570007,649.48999,649.48999,93930000,1992,11,27,4,Friday,sellersControl
484,1992-11-30,650.73999,652.75,648.840027,652.72998,652.72998,217800000,1992,11,30,0,Monday,sellersControl
485,1992-12-01,650.580017,654.27002,650.27002,653.950012,653.950012,237120000,1992,12,1,1,Tuesday,sellersControl
486,1992-12-02,653.900024,654.6900019999999,651.369995,652.909973,652.909973,243180000,1992,12,2,2,Wednesday,buyersControl
487,1992-12-03,652.26001,656.8099980000001,651.3900150000001,656.3599849999999,656.3599849999999,239030000,1992,12,3,3,Thursday,sellersControl
488,1992-12-04,658.0599980000001,661.919983,656.849976,661.599976,661.599976,261110000,1992,12,4,4,Friday,sellersControl
489,1992-12-07,662.840027,666.549988,661.799988,666.530029,666.530029,226270000,1992,12,7,0,Monday,sellersControl
490,1992-12-08,667.380005,667.97998,664.630005,667.119995,667.119995,274700000,1992,12,8,1,Tuesday,buyersControl
491,1992-12-09,664.8599849999999,667.6900019999999,662.400024,663.919983,663.919983,269870000,1992,12,9,2,Wednesday,buyersControl
492,1992-12-10,662.039978,662.960022,656.429993,658.929993,658.929993,241350000,1992,12,10,3,Thursday,buyersControl
493,1992-12-11,656.26001,657.450012,654.619995,655.789978,655.789978,213170000,1992,12,11,4,Friday,buyersControl
494,1992-12-14,656.3900150000001,657.090027,654.659973,654.72998,654.72998,194500000,1992,12,14,0,Monday,buyersControl
495,1992-12-15,652.77002,653.8900150000001,648.75,650.75,650.75,248930000,1992,12,15,1,Tuesday,buyersControl
496,1992-12-16,651.219971,652.789978,648.97998,649.630005,649.630005,258270000,1992,12,16,2,Wednesday,buyersControl
497,1992-12-17,651.48999,658.52002,650.27002,658.460022,658.460022,247940000,1992,12,17,3,Thursday,sellersControl
498,1992-12-18,659.869995,662.289978,659.419983,661.289978,661.289978,244060000,1992,12,18,4,Friday,sellersControl
499,1992-12-21,660.780029,662.630005,660.01001,662.460022,662.460022,202910000,1992,12,21,0,Monday,sellersControl
500,1992-12-22,663.73999,664.130005,658.429993,660.840027,660.840027,247700000,1992,12,22,1,Tuesday,buyersControl
501,1992-12-23,662.119995,662.969971,660.6900019999999,662.960022,662.960022,252890000,1992,12,23,2,Wednesday,sellersControl
502,1992-12-24,663.179993,665.97998,662.77002,665.880005,665.880005,106260000,1992,12,24,3,Thursday,sellersControl
503,1992-12-28,665.659973,666.3900150000001,663.869995,666.25,666.25,144070000,1992,12,28,0,Monday,sellersControl
504,1992-12-29,667.299988,671.179993,666.909973,669.01001,669.01001,199710000,1992,12,29,1,Tuesday,sellersControl
505,1992-12-30,670.26001,671.8599849999999,668.570007,671.849976,671.849976,193480000,1992,12,30,2,Wednesday,sellersControl
506,1992-12-31,673.0,676.950012,672.099976,676.950012,676.950012,203190000,1992,12,31,3,Thursday,sellersControl
507,1993-01-04,675.3099980000001,676.780029,671.419983,671.799988,671.799988,188870000,1993,1,4,0,Monday,buyersControl
508,1993-01-05,670.52002,674.349976,670.51001,674.340027,674.340027,229400000,1993,1,5,1,Tuesday,sellersControl
509,1993-01-06,678.4400019999999,681.8900150000001,676.72998,681.849976,681.849976,270020000,1993,1,6,2,Wednesday,sellersControl
510,1993-01-07,681.5599980000001,685.299988,677.820007,678.210022,678.210022,296930000,1993,1,7,3,Thursday,buyersControl
511,1993-01-08,677.1900019999999,677.8599849999999,672.679993,677.210022,677.210022,232820000,1993,1,8,4,Friday,sellersControl
512,1993-01-11,677.460022,682.4400019999999,676.200012,682.400024,682.400024,195740000,1993,1,11,0,Monday,sellersControl
513,1993-01-12,681.4400019999999,682.900024,677.090027,679.450012,679.450012,233770000,1993,1,12,1,Tuesday,buyersControl
514,1993-01-13,679.210022,686.969971,677.619995,686.780029,686.780029,244700000,1993,1,13,2,Wednesday,sellersControl
515,1993-01-14,690.320007,695.8099980000001,688.200012,695.700012,695.700012,286960000,1993,1,14,3,Thursday,sellersControl
516,1993-01-15,692.460022,699.22998,691.679993,697.150024,697.150024,295440000,1993,1,15,4,Friday,sellersControl
517,1993-01-18,694.6900019999999,698.289978,694.450012,698.130005,698.130005,240740000,1993,1,18,0,Monday,sellersControl
518,1993-01-19,698.380005,699.669983,695.73999,696.8099980000001,696.8099980000001,277890000,1993,1,19,1,Tuesday,buyersControl
519,1993-01-20,696.820007,699.1900019999999,695.9400019999999,697.4400019999999,697.4400019999999,271320000,1993,1,20,2,Wednesday,sellersControl
520,1993-01-21,696.47998,701.080017,695.580017,700.77002,700.77002,281330000,1993,1,21,3,Thursday,sellersControl
521,1993-01-22,700.590027,703.710022,700.369995,701.630005,701.630005,294720000,1993,1,22,4,Friday,sellersControl
522,1993-01-25,703.659973,708.5,702.0,706.950012,706.950012,264590000,1993,1,25,0,Monday,sellersControl
523,1993-01-26,709.880005,711.030029,706.3599849999999,707.159973,707.159973,296340000,1993,1,26,1,Tuesday,buyersControl
524,1993-01-27,705.820007,707.02002,694.960022,697.900024,697.900024,281720000,1993,1,27,2,Wednesday,buyersControl
525,1993-01-28,695.3900150000001,697.669983,692.9400019999999,694.669983,694.669983,267210000,1993,1,28,3,Thursday,buyersControl
526,1993-01-29,696.960022,697.179993,693.840027,696.340027,696.340027,236950000,1993,1,29,4,Friday,buyersControl
527,1993-02-01,697.97998,702.1400150000001,696.77002,701.77002,701.77002,213940000,1993,2,1,0,Monday,sellersControl
528,1993-02-02,702.25,705.130005,700.97998,705.119995,705.119995,254080000,1993,2,2,1,Tuesday,sellersControl
529,1993-02-03,707.679993,709.340027,706.030029,708.669983,708.669983,291730000,1993,2,3,2,Wednesday,sellersControl
530,1993-02-04,710.030029,711.280029,706.73999,708.849976,708.849976,284660000,1993,2,4,3,Thursday,buyersControl
531,1993-02-05,706.830017,708.25,696.76001,700.97998,700.97998,293210000,1993,2,5,4,Friday,buyersControl
532,1993-02-08,701.450012,702.22998,697.599976,698.4400019999999,698.4400019999999,222070000,1993,2,8,0,Monday,buyersControl
533,1993-02-09,697.409973,700.72998,691.299988,692.210022,692.210022,276980000,1993,2,9,1,Tuesday,buyersControl
534,1993-02-10,695.01001,696.349976,692.51001,695.02002,695.02002,259410000,1993,2,10,2,Wednesday,sellersControl
535,1993-02-11,696.98999,697.530029,695.280029,695.880005,695.880005,235770000,1993,2,11,3,Thursday,buyersControl
536,1993-02-12,696.039978,696.6400150000001,690.400024,690.539978,690.539978,214600000,1993,2,12,4,Friday,buyersControl
537,1993-02-16,683.039978,689.169983,663.419983,665.3900150000001,665.3900150000001,303720000,1993,2,16,1,Tuesday,buyersControl
538,1993-02-17,662.950012,665.880005,655.719971,659.429993,659.429993,275520000,1993,2,17,2,Wednesday,buyersControl
539,1993-02-18,668.0,669.0,657.219971,662.450012,662.450012,298620000,1993,2,18,3,Thursday,buyersControl
540,1993-02-19,664.789978,666.169983,661.179993,663.6099849999999,663.6099849999999,243300000,1993,2,19,4,Friday,buyersControl
541,1993-02-22,661.400024,663.5,652.1900019999999,652.419983,652.419983,277440000,1993,2,22,0,Monday,buyersControl
542,1993-02-23,651.780029,654.900024,647.789978,651.400024,651.400024,270920000,1993,2,23,1,Tuesday,buyersControl
543,1993-02-24,651.320007,662.659973,649.369995,662.460022,662.460022,280920000,1993,2,24,2,Wednesday,sellersControl
544,1993-02-25,661.030029,667.200012,659.119995,667.070007,667.070007,259390000,1993,2,25,3,Thursday,sellersControl
545,1993-02-26,667.6099849999999,670.9400019999999,666.48999,670.77002,670.77002,217330000,1993,2,26,4,Friday,sellersControl
546,1993-03-01,670.880005,672.9400019999999,668.900024,669.51001,669.51001,186040000,1993,3,1,0,Monday,buyersControl
547,1993-03-02,669.280029,677.869995,668.73999,677.719971,677.719971,207080000,1993,3,2,1,Tuesday,sellersControl
548,1993-03-03,678.429993,683.919983,678.429993,683.919983,683.919983,237380000,1993,3,3,2,Wednesday,sellersControl
549,1993-03-04,679.700012,683.289978,677.599976,680.72998,680.72998,232050000,1993,3,4,3,Thursday,sellersControl
550,1993-03-05,678.799988,683.349976,678.659973,681.369995,681.369995,214240000,1993,3,5,4,Friday,sellersControl
551,1993-03-08,682.929993,687.719971,681.719971,687.22998,687.22998,219940000,1993,3,8,0,Monday,sellersControl
552,1993-03-09,689.320007,690.429993,687.3900150000001,688.960022,688.960022,232270000,1993,3,9,1,Tuesday,buyersControl
553,1993-03-10,688.570007,693.039978,688.080017,692.869995,692.869995,245200000,1993,3,10,2,Wednesday,sellersControl
554,1993-03-11,693.8099980000001,695.98999,693.450012,694.280029,694.280029,247070000,1993,3,11,3,Thursday,sellersControl
555,1993-03-12,687.789978,692.900024,686.8900150000001,692.780029,692.780029,288300000,1993,3,12,4,Friday,sellersControl
556,1993-03-15,693.8900150000001,695.5599980000001,693.119995,695.210022,695.210022,187580000,1993,3,15,0,Monday,sellersControl
557,1993-03-16,697.049988,697.409973,695.070007,695.469971,695.469971,229270000,1993,3,16,1,Tuesday,buyersControl
558,1993-03-17,693.380005,694.9400019999999,686.630005,687.400024,687.400024,245090000,1993,3,17,2,Wednesday,buyersControl
559,1993-03-18,689.380005,690.039978,687.25,687.409973,687.409973,231710000,1993,3,18,3,Thursday,buyersControl
560,1993-03-19,687.97998,689.820007,682.719971,682.719971,682.719971,235640000,1993,3,19,4,Friday,buyersControl
561,1993-03-22,677.710022,681.619995,674.48999,676.619995,676.619995,213030000,1993,3,22,0,Monday,buyersControl
562,1993-03-23,679.150024,679.799988,674.799988,675.039978,675.039978,226150000,1993,3,23,1,Tuesday,buyersControl
563,1993-03-24,674.900024,676.5599980000001,671.679993,674.3599849999999,674.3599849999999,243330000,1993,3,24,2,Wednesday,buyersControl
564,1993-03-25,675.669983,681.460022,675.3099980000001,681.01001,681.01001,219300000,1993,3,25,3,Thursday,sellersControl
565,1993-03-26,682.9400019999999,683.73999,680.01001,681.539978,681.539978,204510000,1993,3,26,4,Friday,buyersControl
566,1993-03-29,681.280029,684.1099849999999,680.73999,680.76001,680.76001,194480000,1993,3,29,0,Monday,buyersControl
567,1993-03-30,682.549988,686.25,682.01001,686.25,686.25,121570000,1993,3,30,1,Tuesday,sellersControl
568,1993-03-31,689.47998,692.5599980000001,687.799988,690.130005,690.130005,257920000,1993,3,31,2,Wednesday,sellersControl
569,1993-04-01,690.820007,691.150024,685.950012,686.6400150000001,686.6400150000001,246690000,1993,4,1,3,Thursday,buyersControl
570,1993-04-02,677.849976,683.900024,669.830017,669.849976,669.849976,279260000,1993,4,2,4,Friday,buyersControl
571,1993-04-05,669.73999,671.6900019999999,667.3099980000001,670.710022,670.710022,190840000,1993,4,5,0,Monday,sellersControl
572,1993-04-06,672.599976,673.630005,663.909973,664.1400150000001,664.1400150000001,217530000,1993,4,6,1,Tuesday,buyersControl
573,1993-04-07,664.849976,669.080017,664.0,668.880005,668.880005,212540000,1993,4,7,2,Wednesday,sellersControl
574,1993-04-08,668.179993,669.349976,665.299988,666.330017,666.330017,220880000,1993,4,8,3,Thursday,buyersControl
575,1993-04-12,670.3099980000001,673.669983,668.27002,673.119995,673.119995,214150000,1993,4,12,0,Monday,sellersControl
576,1993-04-13,676.369995,678.0599980000001,673.409973,673.830017,673.830017,256950000,1993,4,13,1,Tuesday,buyersControl
577,1993-04-14,672.8599849999999,674.25,672.210022,673.9400019999999,673.9400019999999,243110000,1993,4,14,2,Wednesday,sellersControl
578,1993-04-15,671.26001,673.130005,668.400024,670.320007,670.320007,246950000,1993,4,15,3,Thursday,buyersControl
579,1993-04-16,669.4400019999999,671.080017,666.179993,666.780029,666.780029,226780000,1993,4,16,4,Friday,buyersControl
580,1993-04-19,664.200012,667.219971,660.080017,663.030029,663.030029,222850000,1993,4,19,0,Monday,buyersControl
581,1993-04-20,663.710022,664.169983,657.840027,661.969971,661.969971,251320000,1993,4,20,1,Tuesday,buyersControl
582,1993-04-21,663.1099849999999,664.590027,660.219971,664.039978,664.039978,248440000,1993,4,21,2,Wednesday,sellersControl
583,1993-04-22,663.349976,668.530029,662.349976,663.51001,663.51001,263780000,1993,4,22,3,Thursday,sellersControl
584,1993-04-23,661.469971,664.080017,657.799988,658.409973,658.409973,243390000,1993,4,23,4,Friday,buyersControl
585,1993-04-26,656.789978,658.330017,645.76001,645.869995,645.869995,212320000,1993,4,26,0,Monday,buyersControl
586,1993-04-27,645.97998,652.650024,644.710022,652.52002,652.52002,236790000,1993,4,27,1,Tuesday,sellersControl
587,1993-04-28,655.539978,658.169983,654.039978,658.159973,658.159973,220510000,1993,4,28,2,Wednesday,sellersControl
588,1993-04-29,657.6099849999999,658.789978,654.380005,658.450012,658.450012,204960000,1993,4,29,3,Thursday,sellersControl
589,1993-04-30,660.679993,664.919983,659.679993,661.419983,661.419983,226960000,1993,4,30,4,Friday,sellersControl
590,1993-05-03,662.75,666.73999,661.429993,666.710022,666.710022,202330000,1993,5,3,0,Monday,sellersControl
591,1993-05-04,671.419983,678.340027,669.380005,678.159973,678.159973,268770000,1993,5,4,1,Tuesday,sellersControl
592,1993-05-05,678.780029,683.8099980000001,676.619995,683.26001,683.26001,289190000,1993,5,5,2,Wednesday,sellersControl
593,1993-05-06,683.76001,684.380005,679.030029,680.039978,680.039978,260220000,1993,5,6,3,Thursday,buyersControl
594,1993-05-07,680.320007,682.4400019999999,679.419983,681.4400019999999,681.4400019999999,226110000,1993,5,7,4,Friday,sellersControl
595,1993-05-10,682.47998,684.200012,682.219971,682.820007,682.820007,206450000,1993,5,10,0,Monday,sellersControl
596,1993-05-11,681.030029,683.320007,680.210022,683.0599980000001,683.0599980000001,223270000,1993,5,11,1,Tuesday,sellersControl
597,1993-05-12,681.799988,683.0,680.619995,681.6900019999999,681.6900019999999,246370000,1993,5,12,2,Wednesday,buyersControl
598,1993-05-13,677.909973,680.8599849999999,674.22998,675.6400150000001,675.6400150000001,262530000,1993,5,13,3,Thursday,buyersControl
599,1993-05-14,674.8099980000001,676.380005,673.72998,676.369995,676.369995,229170000,1993,5,14,4,Friday,sellersControl
600,1993-05-17,678.460022,678.6900019999999,675.72998,677.960022,677.960022,209900000,1993,5,17,0,Monday,buyersControl
601,1993-05-18,680.299988,680.950012,678.01001,680.780029,680.780029,277710000,1993,5,18,1,Tuesday,sellersControl
602,1993-05-19,681.76001,690.460022,678.8900150000001,690.429993,690.429993,318310000,1993,5,19,2,Wednesday,sellersControl
603,1993-05-20,693.880005,697.900024,691.630005,697.429993,697.429993,343230000,1993,5,20,3,Thursday,sellersControl
604,1993-05-21,695.960022,696.869995,692.47998,694.289978,694.289978,278180000,1993,5,21,4,Friday,buyersControl
605,1993-05-24,692.549988,696.320007,691.280029,694.6900019999999,694.6900019999999,205220000,1993,5,24,0,Monday,sellersControl
606,1993-05-25,692.929993,695.080017,692.719971,695.039978,695.039978,252570000,1993,5,25,1,Tuesday,sellersControl
607,1993-05-26,695.73999,704.090027,694.789978,704.090027,704.090027,293390000,1993,5,26,2,Wednesday,sellersControl
608,1993-05-27,706.369995,707.049988,703.570007,704.590027,704.590027,277790000,1993,5,27,3,Thursday,buyersControl
609,1993-05-28,701.169983,704.01001,695.1099849999999,700.530029,700.530029,235750000,1993,5,28,4,Friday,buyersControl
610,1993-06-01,700.960022,706.23999,700.070007,704.280029,704.280029,236780000,1993,6,1,1,Tuesday,sellersControl
611,1993-06-02,705.159973,706.52002,702.950012,705.8599849999999,705.8599849999999,274320000,1993,6,2,2,Wednesday,sellersControl
612,1993-06-03,704.820007,706.630005,702.679993,706.219971,706.219971,260080000,1993,6,3,3,Thursday,sellersControl
613,1993-06-04,703.320007,704.570007,701.049988,702.01001,702.01001,251880000,1993,6,4,4,Friday,buyersControl
614,1993-06-07,701.909973,703.6900019999999,694.450012,694.6099849999999,694.6099849999999,247860000,1993,6,7,0,Monday,buyersControl
615,1993-06-08,691.460022,693.1400150000001,686.150024,687.73999,687.73999,262310000,1993,6,8,1,Tuesday,buyersControl
616,1993-06-09,687.0,691.3900150000001,686.349976,689.23999,689.23999,263050000,1993,6,9,2,Wednesday,sellersControl
617,1993-06-10,689.099976,689.51001,685.6900019999999,688.049988,688.049988,242280000,1993,6,10,3,Thursday,buyersControl
618,1993-06-11,693.630005,693.630005,690.25,693.1900019999999,693.1900019999999,235210000,1993,6,11,4,Friday,buyersControl
619,1993-06-14,694.710022,697.460022,694.150024,696.409973,696.409973,208430000,1993,6,14,0,Monday,sellersControl
620,1993-06-15,698.960022,699.52002,696.130005,697.340027,697.340027,236790000,1993,6,15,1,Tuesday,buyersControl
621,1993-06-16,697.950012,698.27002,693.179993,696.25,696.25,239900000,1993,6,16,2,Wednesday,buyersControl
622,1993-06-17,696.380005,697.169983,694.400024,695.9400019999999,695.9400019999999,245440000,1993,6,17,3,Thursday,buyersControl
623,1993-06-18,696.130005,697.469971,689.590027,689.590027,689.590027,249920000,1993,6,18,4,Friday,buyersControl
624,1993-06-21,688.570007,690.76001,687.0599980000001,688.73999,688.73999,208470000,1993,6,21,0,Monday,sellersControl
625,1993-06-22,688.659973,689.900024,685.97998,686.77002,686.77002,258170000,1993,6,22,1,Tuesday,buyersControl
626,1993-06-23,686.679993,687.460022,683.969971,684.789978,684.789978,259950000,1993,6,23,2,Wednesday,buyersControl
627,1993-06-24,683.299988,689.130005,682.8900150000001,688.719971,688.719971,227150000,1993,6,24,3,Thursday,sellersControl
628,1993-06-25,689.950012,695.6900019999999,689.659973,694.8099980000001,694.8099980000001,219360000,1993,6,25,4,Friday,sellersControl
629,1993-06-28,697.719971,702.840027,696.210022,702.840027,702.840027,227010000,1993,6,28,0,Monday,sellersControl
630,1993-06-29,703.570007,704.429993,699.869995,701.070007,701.070007,251050000,1993,6,29,1,Tuesday,buyersControl
631,1993-06-30,703.659973,705.419983,702.130005,703.950012,703.950012,265900000,1993,6,30,2,Wednesday,sellersControl
632,1993-07-01,702.01001,704.419983,700.76001,703.590027,703.590027,225790000,1993,7,1,3,Thursday,sellersControl
633,1993-07-02,702.3900150000001,704.659973,701.6900019999999,704.48999,704.48999,182540000,1993,7,2,4,Friday,sellersControl
634,1993-07-06,705.5,705.919983,700.880005,702.219971,702.219971,199370000,1993,7,6,1,Tuesday,buyersControl
635,1993-07-07,697.6099849999999,700.1900019999999,697.369995,698.789978,698.789978,236010000,1993,7,7,2,Wednesday,sellersControl
636,1993-07-08,698.929993,702.75,698.3099980000001,702.710022,702.710022,254670000,1993,7,8,3,Thursday,sellersControl
637,1993-07-09,701.700012,705.960022,701.5,705.8099980000001,705.8099980000001,213730000,1993,7,9,4,Friday,sellersControl
638,1993-07-12,706.840027,707.929993,704.960022,707.669983,707.669983,202520000,1993,7,12,0,Monday,sellersControl
639,1993-07-13,707.6900019999999,709.080017,707.130005,708.469971,708.469971,256530000,1993,7,13,1,Tuesday,sellersControl
640,1993-07-14,708.77002,713.960022,707.869995,712.48999,712.48999,290560000,1993,7,14,2,Wednesday,sellersControl
641,1993-07-15,710.340027,712.179993,708.090027,708.6900019999999,708.6900019999999,300220000,1993,7,15,3,Thursday,buyersControl
642,1993-07-16,705.429993,707.9400019999999,698.849976,699.72998,699.72998,282880000,1993,7,16,4,Friday,buyersControl
643,1993-07-19,699.3900150000001,699.6400150000001,694.530029,695.830017,695.830017,239620000,1993,7,19,0,Monday,buyersControl
644,1993-07-20,697.8599849999999,701.960022,695.659973,701.900024,701.900024,261650000,1993,7,20,1,Tuesday,sellersControl
